	 i = -1    	 yi = 1    	 xi = 0    	 h = 0.25    	 yi(1/2) = 2.05923    	 yi - yi(1/2) = -0.00850182    	 LEE = 0.00971636    	 c1 = 1    	 c2 = 0
	 i = 2617    	 yi = 184552    	 xi = 7.96094    	 h = 0.000976562    	 yi(1/2) = 184552    	 yi - yi(1/2) = -9.34233e-09    	 LEE = 1.06769e-08    	 c1 = 10    	 c2 = 1
	 i = 2618    	 yi = 184777    	 xi = 7.96191    	 h = 0.000976562    	 yi(1/2) = 184777    	 yi - yi(1/2) = -9.34233e-09    	 LEE = 1.06769e-08    	 c1 = 10    	 c2 = 1
	 i = 2619    	 yi = 185002    	 xi = 7.96289    	 h = 0.000976562    	 yi(1/2) = 185002    	 yi - yi(1/2) = -9.37143e-09    	 LEE = 1.07102e-08    	 c1 = 10    	 c2 = 1
	 i = 2620    	 yi = 185228    	 xi = 7.96387    	 h = 0.000976562    	 yi(1/2) = 185228    	 yi - yi(1/2) = -9.37143e-09    	 LEE = 1.07102e-08    	 c1 = 10    	 c2 = 1
	 i = 2621    	 yi = 185453    	 xi = 7.96484    	 h = 0.000976562    	 yi(1/2) = 185453    	 yi - yi(1/2) = -9.37143e-09    	 LEE = 1.07102e-08    	 c1 = 10    	 c2 = 1
	 i = 2622    	 yi = 185679    	 xi = 7.96582    	 h = 0.000976562    	 yi(1/2) = 185679    	 yi - yi(1/2) = -9.37143e-09    	 LEE = 1.07102e-08    	 c1 = 10    	 c2 = 1
	 i = 2623    	 yi = 185906    	 xi = 7.9668    	 h = 0.000976562    	 yi(1/2) = 185906    	 yi - yi(1/2) = -9.37143e-09    	 LEE = 1.07102e-08    	 c1 = 10    	 c2 = 1
	 i = 2624    	 yi = 186132    	 xi = 7.96777    	 h = 0.000976562    	 yi(1/2) = 186132    	 yi - yi(1/2) = -9.40054e-09    	 LEE = 1.07435e-08    	 c1 = 10    	 c2 = 1
	 i = 2625    	 yi = 186359    	 xi = 7.96875    	 h = 0.000976562    	 yi(1/2) = 186359    	 yi - yi(1/2) = -9.42964e-09    	 LEE = 1.07767e-08    	 c1 = 10    	 c2 = 1
	 i = 2626    	 yi = 186586    	 xi = 7.96973    	 h = 0.000976562    	 yi(1/2) = 186586    	 yi - yi(1/2) = -9.40054e-09    	 LEE = 1.07435e-08    	 c1 = 10    	 c2 = 1
	 i = 2627    	 yi = 186813    	 xi = 7.9707    	 h = 0.000976562    	 yi(1/2) = 186813    	 yi - yi(1/2) = -9.42964e-09    	 LEE = 1.07767e-08    	 c1 = 10    	 c2 = 1
	 i = 2628    	 yi = 187041    	 xi = 7.97168    	 h = 0.000976562    	 yi(1/2) = 187041    	 yi - yi(1/2) = -9.45874e-09    	 LEE = 1.081e-08    	 c1 = 10    	 c2 = 1
	 i = 2629    	 yi = 187269    	 xi = 7.97266    	 h = 0.000976562    	 yi(1/2) = 187269    	 yi - yi(1/2) = -9.48785e-09    	 LEE = 1.08433e-08    	 c1 = 10    	 c2 = 1
	 i = 2630    	 yi = 187497    	 xi = 7.97363    	 h = 0.000976562    	 yi(1/2) = 187497    	 yi - yi(1/2) = -9.48785e-09    	 LEE = 1.08433e-08    	 c1 = 10    	 c2 = 1
	 i = 2631    	 yi = 187726    	 xi = 7.97461    	 h = 0.000976562    	 yi(1/2) = 187726    	 yi - yi(1/2) = -9.48785e-09    	 LEE = 1.08433e-08    	 c1 = 10    	 c2 = 1
	 i = 2632    	 yi = 187954    	 xi = 7.97559    	 h = 0.000976562    	 yi(1/2) = 187954    	 yi - yi(1/2) = -9.51695e-09    	 LEE = 1.08765e-08    	 c1 = 10    	 c2 = 1
	 i = 2633    	 yi = 188183    	 xi = 7.97656    	 h = 0.000976562    	 yi(1/2) = 188183    	 yi - yi(1/2) = -9.48785e-09    	 LEE = 1.08433e-08    	 c1 = 10    	 c2 = 1
	 i = 2634    	 yi = 188413    	 xi = 7.97754    	 h = 0.000976562    	 yi(1/2) = 188413    	 yi - yi(1/2) = -9.51695e-09    	 LEE = 1.08765e-08    	 c1 = 10    	 c2 = 1
	 i = 2635    	 yi = 188642    	 xi = 7.97852    	 h = 0.000976562    	 yi(1/2) = 188642    	 yi - yi(1/2) = -9.54606e-09    	 LEE = 1.09098e-08    	 c1 = 10    	 c2 = 1
	 i = 2636    	 yi = 188872    	 xi = 7.97949    	 h = 0.000976562    	 yi(1/2) = 188872    	 yi - yi(1/2) = -9.51695e-09    	 LEE = 1.08765e-08    	 c1 = 10    	 c2 = 1
	 i = 2637    	 yi = 189102    	 xi = 7.98047    	 h = 0.000976562    	 yi(1/2) = 189102    	 yi - yi(1/2) = -9.54606e-09    	 LEE = 1.09098e-08    	 c1 = 10    	 c2 = 1
	 i = 2638    	 yi = 189333    	 xi = 7.98145    	 h = 0.000976562    	 yi(1/2) = 189333    	 yi - yi(1/2) = -9.54606e-09    	 LEE = 1.09098e-08    	 c1 = 10    	 c2 = 1
	 i = 2639    	 yi = 189563    	 xi = 7.98242    	 h = 0.000976562    	 yi(1/2) = 189563    	 yi - yi(1/2) = -9.57516e-09    	 LEE = 1.0943e-08    	 c1 = 10    	 c2 = 1
	 i = 2640    	 yi = 189794    	 xi = 7.9834    	 h = 0.000976562    	 yi(1/2) = 189794    	 yi - yi(1/2) = -9.57516e-09    	 LEE = 1.0943e-08    	 c1 = 10    	 c2 = 1
	 i = 2641    	 yi = 190025    	 xi = 7.98438    	 h = 0.000976562    	 yi(1/2) = 190025    	 yi - yi(1/2) = -9.60426e-09    	 LEE = 1.09763e-08    	 c1 = 10    	 c2 = 1
	 i = 2642    	 yi = 190257    	 xi = 7.98535    	 h = 0.000976562    	 yi(1/2) = 190257    	 yi - yi(1/2) = -9.60426e-09    	 LEE = 1.09763e-08    	 c1 = 10    	 c2 = 1
	 i = 2643    	 yi = 190489    	 xi = 7.98633    	 h = 0.000976562    	 yi(1/2) = 190489    	 yi - yi(1/2) = -9.63337e-09    	 LEE = 1.10096e-08    	 c1 = 10    	 c2 = 1
	 i = 2644    	 yi = 190721    	 xi = 7.9873    	 h = 0.000976562    	 yi(1/2) = 190721    	 yi - yi(1/2) = -9.63337e-09    	 LEE = 1.10096e-08    	 c1 = 10    	 c2 = 1
	 i = 2645    	 yi = 190953    	 xi = 7.98828    	 h = 0.000976562    	 yi(1/2) = 190953    	 yi - yi(1/2) = -9.63337e-09    	 LEE = 1.10096e-08    	 c1 = 10    	 c2 = 1
	 i = 2646    	 yi = 191185    	 xi = 7.98926    	 h = 0.000976562    	 yi(1/2) = 191185    	 yi - yi(1/2) = -9.66247e-09    	 LEE = 1.10428e-08    	 c1 = 10    	 c2 = 1
	 i = 2647    	 yi = 191418    	 xi = 7.99023    	 h = 0.000976562    	 yi(1/2) = 191418    	 yi - yi(1/2) = -9.66247e-09    	 LEE = 1.10428e-08    	 c1 = 10    	 c2 = 1
	 i = 2648    	 yi = 191651    	 xi = 7.99121    	 h = 0.000976562    	 yi(1/2) = 191651    	 yi - yi(1/2) = -9.66247e-09    	 LEE = 1.10428e-08    	 c1 = 10    	 c2 = 1
	 i = 2649    	 yi = 191885    	 xi = 7.99219    	 h = 0.000976562    	 yi(1/2) = 191885    	 yi - yi(1/2) = -9.69158e-09    	 LEE = 1.10761e-08    	 c1 = 10    	 c2 = 1
	 i = 2650    	 yi = 192119    	 xi = 7.99316    	 h = 0.000976562    	 yi(1/2) = 192119    	 yi - yi(1/2) = -9.72068e-09    	 LEE = 1.11093e-08    	 c1 = 10    	 c2 = 1
	 i = 2651    	 yi = 192353    	 xi = 7.99414    	 h = 0.000976562    	 yi(1/2) = 192353    	 yi - yi(1/2) = -9.72068e-09    	 LEE = 1.11093e-08    	 c1 = 10    	 c2 = 1
	 i = 2652    	 yi = 192587    	 xi = 7.99512    	 h = 0.000976562    	 yi(1/2) = 192587    	 yi - yi(1/2) = -9.72068e-09    	 LEE = 1.11093e-08    	 c1 = 10    	 c2 = 1
	 i = 2653    	 yi = 192821    	 xi = 7.99609    	 h = 0.000976562    	 yi(1/2) = 192821    	 yi - yi(1/2) = -9.72068e-09    	 LEE = 1.11093e-08    	 c1 = 10    	 c2 = 1
	 i = 2654    	 yi = 193056    	 xi = 7.99707    	 h = 0.000976562    	 yi(1/2) = 193056    	 yi - yi(1/2) = -9.74978e-09    	 LEE = 1.11426e-08    	 c1 = 10    	 c2 = 1
	 i = 2655    	 yi = 193291    	 xi = 7.99805    	 h = 0.000976562    	 yi(1/2) = 193291    	 yi - yi(1/2) = -9.77889e-09    	 LEE = 1.11759e-08    	 c1 = 10    	 c2 = 1
	 i = 2656    	 yi = 193527    	 xi = 7.99902    	 h = 0.000976562    	 yi(1/2) = 193527    	 yi - yi(1/2) = -9.77889e-09    	 LEE = 1.11759e-08    	 c1 = 10    	 c2 = 1
	 i = 2657    	 yi = 193762    	 xi = 8    	 h = 0.000976562    	 yi(1/2) = 193762    	 yi - yi(1/2) = -9.77889e-09    	 LEE = 1.11759e-08    	 c1 = 10    	 c2 = 1
	 i = 2658    	 yi = 193998    	 xi = 8.00098    	 h = 0.000976562    	 yi(1/2) = 193998    	 yi - yi(1/2) = -9.80799e-09    	 LEE = 1.12091e-08    	 c1 = 10    	 c2 = 1
	 i = 2659    	 yi = 194234    	 xi = 8.00195    	 h = 0.000976562    	 yi(1/2) = 194234    	 yi - yi(1/2) = -9.77889e-09    	 LEE = 1.11759e-08    	 c1 = 10    	 c2 = 1
	 i = 2660    	 yi = 194471    	 xi = 8.00293    	 h = 0.000976562    	 yi(1/2) = 194471    	 yi - yi(1/2) = -9.80799e-09    	 LEE = 1.12091e-08    	 c1 = 10    	 c2 = 1
	 i = 2661    	 yi = 194708    	 xi = 8.00391    	 h = 0.000976562    	 yi(1/2) = 194708    	 yi - yi(1/2) = -9.80799e-09    	 LEE = 1.12091e-08    	 c1 = 10    	 c2 = 1
	 i = 2662    	 yi = 194945    	 xi = 8.00488    	 h = 0.000976562    	 yi(1/2) = 194945    	 yi - yi(1/2) = -9.80799e-09    	 LEE = 1.12091e-08    	 c1 = 10    	 c2 = 1
	 i = 2663    	 yi = 195182    	 xi = 8.00586    	 h = 0.000976562    	 yi(1/2) = 195182    	 yi - yi(1/2) = -9.83709e-09    	 LEE = 1.12424e-08    	 c1 = 10    	 c2 = 1
	 i = 2664    	 yi = 195420    	 xi = 8.00684    	 h = 0.000976562    	 yi(1/2) = 195420    	 yi - yi(1/2) = -9.8662e-09    	 LEE = 1.12757e-08    	 c1 = 10    	 c2 = 1
	 i = 2665    	 yi = 195658    	 xi = 8.00781    	 h = 0.000976562    	 yi(1/2) = 195658    	 yi - yi(1/2) = -9.8662e-09    	 LEE = 1.12757e-08    	 c1 = 10    	 c2 = 1
	 i = 2666    	 yi = 195896    	 xi = 8.00879    	 h = 0.000976562    	 yi(1/2) = 195896    	 yi - yi(1/2) = -9.8953e-09    	 LEE = 1.13089e-08    	 c1 = 10    	 c2 = 1
	 i = 2667    	 yi = 196134    	 xi = 8.00977    	 h = 0.000976562    	 yi(1/2) = 196134    	 yi - yi(1/2) = -9.8953e-09    	 LEE = 1.13089e-08    	 c1 = 10    	 c2 = 1
	 i = 2668    	 yi = 196373    	 xi = 8.01074    	 h = 0.000976562    	 yi(1/2) = 196373    	 yi - yi(1/2) = -9.92441e-09    	 LEE = 1.13422e-08    	 c1 = 10    	 c2 = 1
	 i = 2669    	 yi = 196612    	 xi = 8.01172    	 h = 0.000976562    	 yi(1/2) = 196612    	 yi - yi(1/2) = -9.92441e-09    	 LEE = 1.13422e-08    	 c1 = 10    	 c2 = 1
	 i = 2670    	 yi = 196852    	 xi = 8.0127    	 h = 0.000976562    	 yi(1/2) = 196852    	 yi - yi(1/2) = -9.92441e-09    	 LEE = 1.13422e-08    	 c1 = 10    	 c2 = 1
	 i = 2671    	 yi = 197091    	 xi = 8.01367    	 h = 0.000976562    	 yi(1/2) = 197091    	 yi - yi(1/2) = -9.92441e-09    	 LEE = 1.13422e-08    	 c1 = 10    	 c2 = 1
	 i = 2672    	 yi = 197331    	 xi = 8.01465    	 h = 0.000976562    	 yi(1/2) = 197331    	 yi - yi(1/2) = -9.95351e-09    	 LEE = 1.13754e-08    	 c1 = 10    	 c2 = 1
	 i = 2673    	 yi = 197571    	 xi = 8.01562    	 h = 0.000976562    	 yi(1/2) = 197571    	 yi - yi(1/2) = -9.98261e-09    	 LEE = 1.14087e-08    	 c1 = 10    	 c2 = 1
	 i = 2674    	 yi = 197812    	 xi = 8.0166    	 h = 0.000976562    	 yi(1/2) = 197812    	 yi - yi(1/2) = -9.98261e-09    	 LEE = 1.14087e-08    	 c1 = 10    	 c2 = 1
	 i = 2675    	 yi = 198053    	 xi = 8.01758    	 h = 0.000976562    	 yi(1/2) = 198053    	 yi - yi(1/2) = -9.98261e-09    	 LEE = 1.14087e-08    	 c1 = 10    	 c2 = 1
	 i = 2676    	 yi = 198294    	 xi = 8.01855    	 h = 0.000976562    	 yi(1/2) = 198294    	 yi - yi(1/2) = -9.98261e-09    	 LEE = 1.14087e-08    	 c1 = 10    	 c2 = 1
	 i = 2677    	 yi = 198535    	 xi = 8.01953    	 h = 0.000976562    	 yi(1/2) = 198535    	 yi - yi(1/2) = -1.00117e-08    	 LEE = 1.1442e-08    	 c1 = 10    	 c2 = 1
	 i = 2678    	 yi = 198777    	 xi = 8.02051    	 h = 0.000976562    	 yi(1/2) = 198777    	 yi - yi(1/2) = -1.00117e-08    	 LEE = 1.1442e-08    	 c1 = 10    	 c2 = 1
	 i = 2679    	 yi = 199019    	 xi = 8.02148    	 h = 0.000976562    	 yi(1/2) = 199019    	 yi - yi(1/2) = -1.00408e-08    	 LEE = 1.14752e-08    	 c1 = 10    	 c2 = 1
	 i = 2680    	 yi = 199261    	 xi = 8.02246    	 h = 0.000976562    	 yi(1/2) = 199261    	 yi - yi(1/2) = -1.00408e-08    	 LEE = 1.14752e-08    	 c1 = 10    	 c2 = 1
	 i = 2681    	 yi = 199503    	 xi = 8.02344    	 h = 0.000976562    	 yi(1/2) = 199503    	 yi - yi(1/2) = -1.00699e-08    	 LEE = 1.15085e-08    	 c1 = 10    	 c2 = 1
	 i = 2682    	 yi = 199746    	 xi = 8.02441    	 h = 0.000976562    	 yi(1/2) = 199746    	 yi - yi(1/2) = -1.0099e-08    	 LEE = 1.15417e-08    	 c1 = 10    	 c2 = 1
	 i = 2683    	 yi = 199989    	 xi = 8.02539    	 h = 0.000976562    	 yi(1/2) = 199989    	 yi - yi(1/2) = -1.00699e-08    	 LEE = 1.15085e-08    	 c1 = 10    	 c2 = 1
	 i = 2684    	 yi = 200232    	 xi = 8.02637    	 h = 0.000976562    	 yi(1/2) = 200232    	 yi - yi(1/2) = -1.00699e-08    	 LEE = 1.15085e-08    	 c1 = 10    	 c2 = 1
	 i = 2685    	 yi = 200476    	 xi = 8.02734    	 h = 0.000976562    	 yi(1/2) = 200476    	 yi - yi(1/2) = -1.0099e-08    	 LEE = 1.15417e-08    	 c1 = 10    	 c2 = 1
	 i = 2686    	 yi = 200720    	 xi = 8.02832    	 h = 0.000976562    	 yi(1/2) = 200720    	 yi - yi(1/2) = -1.0099e-08    	 LEE = 1.15417e-08    	 c1 = 10    	 c2 = 1
	 i = 2687    	 yi = 200964    	 xi = 8.0293    	 h = 0.000976562    	 yi(1/2) = 200964    	 yi - yi(1/2) = -1.01281e-08    	 LEE = 1.1575e-08    	 c1 = 10    	 c2 = 1
	 i = 2688    	 yi = 201209    	 xi = 8.03027    	 h = 0.000976562    	 yi(1/2) = 201209    	 yi - yi(1/2) = -1.01281e-08    	 LEE = 1.1575e-08    	 c1 = 10    	 c2 = 1
	 i = 2689    	 yi = 201454    	 xi = 8.03125    	 h = 0.000976562    	 yi(1/2) = 201454    	 yi - yi(1/2) = -1.01572e-08    	 LEE = 1.16083e-08    	 c1 = 10    	 c2 = 1
	 i = 2690    	 yi = 201699    	 xi = 8.03223    	 h = 0.000976562    	 yi(1/2) = 201699    	 yi - yi(1/2) = -1.01572e-08    	 LEE = 1.16083e-08    	 c1 = 10    	 c2 = 1
	 i = 2691    	 yi = 201944    	 xi = 8.0332    	 h = 0.000976562    	 yi(1/2) = 201944    	 yi - yi(1/2) = -1.01863e-08    	 LEE = 1.16415e-08    	 c1 = 10    	 c2 = 1
	 i = 2692    	 yi = 202190    	 xi = 8.03418    	 h = 0.000976562    	 yi(1/2) = 202190    	 yi - yi(1/2) = -1.01863e-08    	 LEE = 1.16415e-08    	 c1 = 10    	 c2 = 1
	 i = 2693    	 yi = 202436    	 xi = 8.03516    	 h = 0.000976562    	 yi(1/2) = 202436    	 yi - yi(1/2) = -1.01863e-08    	 LEE = 1.16415e-08    	 c1 = 10    	 c2 = 1
	 i = 2694    	 yi = 202682    	 xi = 8.03613    	 h = 0.000976562    	 yi(1/2) = 202682    	 yi - yi(1/2) = -1.01863e-08    	 LEE = 1.16415e-08    	 c1 = 10    	 c2 = 1
	 i = 2695    	 yi = 202929    	 xi = 8.03711    	 h = 0.000976562    	 yi(1/2) = 202929    	 yi - yi(1/2) = -1.02154e-08    	 LEE = 1.16748e-08    	 c1 = 10    	 c2 = 1
	 i = 2696    	 yi = 203176    	 xi = 8.03809    	 h = 0.000976562    	 yi(1/2) = 203176    	 yi - yi(1/2) = -1.02445e-08    	 LEE = 1.17081e-08    	 c1 = 10    	 c2 = 1
	 i = 2697    	 yi = 203423    	 xi = 8.03906    	 h = 0.000976562    	 yi(1/2) = 203423    	 yi - yi(1/2) = -1.02445e-08    	 LEE = 1.17081e-08    	 c1 = 10    	 c2 = 1
	 i = 2698    	 yi = 203670    	 xi = 8.04004    	 h = 0.000976562    	 yi(1/2) = 203670    	 yi - yi(1/2) = -1.02445e-08    	 LEE = 1.17081e-08    	 c1 = 10    	 c2 = 1
	 i = 2699    	 yi = 203918    	 xi = 8.04102    	 h = 0.000976562    	 yi(1/2) = 203918    	 yi - yi(1/2) = -1.02737e-08    	 LEE = 1.17413e-08    	 c1 = 10    	 c2 = 1
	 i = 2700    	 yi = 204166    	 xi = 8.04199    	 h = 0.000976562    	 yi(1/2) = 204166    	 yi - yi(1/2) = -1.02737e-08    	 LEE = 1.17413e-08    	 c1 = 10    	 c2 = 1
	 i = 2701    	 yi = 204415    	 xi = 8.04297    	 h = 0.000976562    	 yi(1/2) = 204415    	 yi - yi(1/2) = -1.02737e-08    	 LEE = 1.17413e-08    	 c1 = 10    	 c2 = 1
	 i = 2702    	 yi = 204663    	 xi = 8.04395    	 h = 0.000976562    	 yi(1/2) = 204663    	 yi - yi(1/2) = -1.03028e-08    	 LEE = 1.17746e-08    	 c1 = 10    	 c2 = 1
	 i = 2703    	 yi = 204912    	 xi = 8.04492    	 h = 0.000976562    	 yi(1/2) = 204912    	 yi - yi(1/2) = -1.03319e-08    	 LEE = 1.18078e-08    	 c1 = 10    	 c2 = 1
	 i = 2704    	 yi = 205161    	 xi = 8.0459    	 h = 0.000976562    	 yi(1/2) = 205161    	 yi - yi(1/2) = -1.03319e-08    	 LEE = 1.18078e-08    	 c1 = 10    	 c2 = 1
	 i = 2705    	 yi = 205411    	 xi = 8.04688    	 h = 0.000976562    	 yi(1/2) = 205411    	 yi - yi(1/2) = -1.03319e-08    	 LEE = 1.18078e-08    	 c1 = 10    	 c2 = 1
	 i = 2706    	 yi = 205661    	 xi = 8.04785    	 h = 0.000976562    	 yi(1/2) = 205661    	 yi - yi(1/2) = -1.0361e-08    	 LEE = 1.18411e-08    	 c1 = 10    	 c2 = 1
	 i = 2707    	 yi = 205911    	 xi = 8.04883    	 h = 0.000976562    	 yi(1/2) = 205911    	 yi - yi(1/2) = -1.0361e-08    	 LEE = 1.18411e-08    	 c1 = 10    	 c2 = 1
	 i = 2708    	 yi = 206161    	 xi = 8.0498    	 h = 0.000976562    	 yi(1/2) = 206161    	 yi - yi(1/2) = -1.03901e-08    	 LEE = 1.18744e-08    	 c1 = 10    	 c2 = 1
	 i = 2709    	 yi = 206412    	 xi = 8.05078    	 h = 0.000976562    	 yi(1/2) = 206412    	 yi - yi(1/2) = -1.03901e-08    	 LEE = 1.18744e-08    	 c1 = 10    	 c2 = 1
	 i = 2710    	 yi = 206663    	 xi = 8.05176    	 h = 0.000976562    	 yi(1/2) = 206663    	 yi - yi(1/2) = -1.03901e-08    	 LEE = 1.18744e-08    	 c1 = 10    	 c2 = 1
	 i = 2711    	 yi = 206915    	 xi = 8.05273    	 h = 0.000976562    	 yi(1/2) = 206915    	 yi - yi(1/2) = -1.04483e-08    	 LEE = 1.19409e-08    	 c1 = 10    	 c2 = 1
	 i = 2712    	 yi = 207166    	 xi = 8.05371    	 h = 0.000976562    	 yi(1/2) = 207166    	 yi - yi(1/2) = -1.04483e-08    	 LEE = 1.19409e-08    	 c1 = 10    	 c2 = 1
	 i = 2713    	 yi = 207418    	 xi = 8.05469    	 h = 0.000976562    	 yi(1/2) = 207418    	 yi - yi(1/2) = -1.04483e-08    	 LEE = 1.19409e-08    	 c1 = 10    	 c2 = 1
	 i = 2714    	 yi = 207670    	 xi = 8.05566    	 h = 0.000976562    	 yi(1/2) = 207670    	 yi - yi(1/2) = -1.04483e-08    	 LEE = 1.19409e-08    	 c1 = 10    	 c2 = 1
	 i = 2715    	 yi = 207923    	 xi = 8.05664    	 h = 0.000976562    	 yi(1/2) = 207923    	 yi - yi(1/2) = -1.04483e-08    	 LEE = 1.19409e-08    	 c1 = 10    	 c2 = 1
	 i = 2716    	 yi = 208176    	 xi = 8.05762    	 h = 0.000976562    	 yi(1/2) = 208176    	 yi - yi(1/2) = -1.05065e-08    	 LEE = 1.20074e-08    	 c1 = 10    	 c2 = 1
	 i = 2717    	 yi = 208429    	 xi = 8.05859    	 h = 0.000976562    	 yi(1/2) = 208429    	 yi - yi(1/2) = -1.04774e-08    	 LEE = 1.19741e-08    	 c1 = 10    	 c2 = 1
	 i = 2718    	 yi = 208682    	 xi = 8.05957    	 h = 0.000976562    	 yi(1/2) = 208682    	 yi - yi(1/2) = -1.05065e-08    	 LEE = 1.20074e-08    	 c1 = 10    	 c2 = 1
	 i = 2719    	 yi = 208936    	 xi = 8.06055    	 h = 0.000976562    	 yi(1/2) = 208936    	 yi - yi(1/2) = -1.05356e-08    	 LEE = 1.20407e-08    	 c1 = 10    	 c2 = 1
	 i = 2720    	 yi = 209190    	 xi = 8.06152    	 h = 0.000976562    	 yi(1/2) = 209190    	 yi - yi(1/2) = -1.05356e-08    	 LEE = 1.20407e-08    	 c1 = 10    	 c2 = 1
	 i = 2721    	 yi = 209444    	 xi = 8.0625    	 h = 0.000976562    	 yi(1/2) = 209444    	 yi - yi(1/2) = -1.05356e-08    	 LEE = 1.20407e-08    	 c1 = 10    	 c2 = 1
	 i = 2722    	 yi = 209699    	 xi = 8.06348    	 h = 0.000976562    	 yi(1/2) = 209699    	 yi - yi(1/2) = -1.05356e-08    	 LEE = 1.20407e-08    	 c1 = 10    	 c2 = 1
	 i = 2723    	 yi = 209954    	 xi = 8.06445    	 h = 0.000976562    	 yi(1/2) = 209954    	 yi - yi(1/2) = -1.05647e-08    	 LEE = 1.20739e-08    	 c1 = 10    	 c2 = 1
	 i = 2724    	 yi = 210209    	 xi = 8.06543    	 h = 0.000976562    	 yi(1/2) = 210209    	 yi - yi(1/2) = -1.05938e-08    	 LEE = 1.21072e-08    	 c1 = 10    	 c2 = 1
	 i = 2725    	 yi = 210465    	 xi = 8.06641    	 h = 0.000976562    	 yi(1/2) = 210465    	 yi - yi(1/2) = -1.05938e-08    	 LEE = 1.21072e-08    	 c1 = 10    	 c2 = 1
	 i = 2726    	 yi = 210721    	 xi = 8.06738    	 h = 0.000976562    	 yi(1/2) = 210721    	 yi - yi(1/2) = -1.06229e-08    	 LEE = 1.21405e-08    	 c1 = 10    	 c2 = 1
	 i = 2727    	 yi = 210977    	 xi = 8.06836    	 h = 0.000976562    	 yi(1/2) = 210977    	 yi - yi(1/2) = -1.06229e-08    	 LEE = 1.21405e-08    	 c1 = 10    	 c2 = 1
	 i = 2728    	 yi = 211233    	 xi = 8.06934    	 h = 0.000976562    	 yi(1/2) = 211233    	 yi - yi(1/2) = -1.0652e-08    	 LEE = 1.21737e-08    	 c1 = 10    	 c2 = 1
	 i = 2729    	 yi = 211490    	 xi = 8.07031    	 h = 0.000976562    	 yi(1/2) = 211490    	 yi - yi(1/2) = -1.06229e-08    	 LEE = 1.21405e-08    	 c1 = 10    	 c2 = 1
	 i = 2730    	 yi = 211747    	 xi = 8.07129    	 h = 0.000976562    	 yi(1/2) = 211747    	 yi - yi(1/2) = -1.06811e-08    	 LEE = 1.2207e-08    	 c1 = 10    	 c2 = 1
	 i = 2731    	 yi = 212005    	 xi = 8.07227    	 h = 0.000976562    	 yi(1/2) = 212005    	 yi - yi(1/2) = -1.06811e-08    	 LEE = 1.2207e-08    	 c1 = 10    	 c2 = 1
	 i = 2732    	 yi = 212262    	 xi = 8.07324    	 h = 0.000976562    	 yi(1/2) = 212262    	 yi - yi(1/2) = -1.0652e-08    	 LEE = 1.21737e-08    	 c1 = 10    	 c2 = 1
	 i = 2733    	 yi = 212520    	 xi = 8.07422    	 h = 0.000976562    	 yi(1/2) = 212520    	 yi - yi(1/2) = -1.07102e-08    	 LEE = 1.22402e-08    	 c1 = 10    	 c2 = 1
	 i = 2734    	 yi = 212779    	 xi = 8.0752    	 h = 0.000976562    	 yi(1/2) = 212779    	 yi - yi(1/2) = -1.07102e-08    	 LEE = 1.22402e-08    	 c1 = 10    	 c2 = 1
	 i = 2735    	 yi = 213037    	 xi = 8.07617    	 h = 0.000976562    	 yi(1/2) = 213037    	 yi - yi(1/2) = -1.06811e-08    	 LEE = 1.2207e-08    	 c1 = 10    	 c2 = 1
	 i = 2736    	 yi = 213296    	 xi = 8.07715    	 h = 0.000976562    	 yi(1/2) = 213296    	 yi - yi(1/2) = -1.07102e-08    	 LEE = 1.22402e-08    	 c1 = 10    	 c2 = 1
	 i = 2737    	 yi = 213556    	 xi = 8.07812    	 h = 0.000976562    	 yi(1/2) = 213556    	 yi - yi(1/2) = -1.07393e-08    	 LEE = 1.22735e-08    	 c1 = 10    	 c2 = 1
	 i = 2738    	 yi = 213815    	 xi = 8.0791    	 h = 0.000976562    	 yi(1/2) = 213815    	 yi - yi(1/2) = -1.07393e-08    	 LEE = 1.22735e-08    	 c1 = 10    	 c2 = 1
	 i = 2739    	 yi = 214075    	 xi = 8.08008    	 h = 0.000976562    	 yi(1/2) = 214075    	 yi - yi(1/2) = -1.07393e-08    	 LEE = 1.22735e-08    	 c1 = 10    	 c2 = 1
	 i = 2740    	 yi = 214335    	 xi = 8.08105    	 h = 0.000976562    	 yi(1/2) = 214335    	 yi - yi(1/2) = -1.07684e-08    	 LEE = 1.23068e-08    	 c1 = 10    	 c2 = 1
	 i = 2741    	 yi = 214596    	 xi = 8.08203    	 h = 0.000976562    	 yi(1/2) = 214596    	 yi - yi(1/2) = -1.07975e-08    	 LEE = 1.234e-08    	 c1 = 10    	 c2 = 1
	 i = 2742    	 yi = 214857    	 xi = 8.08301    	 h = 0.000976562    	 yi(1/2) = 214857    	 yi - yi(1/2) = -1.07975e-08    	 LEE = 1.234e-08    	 c1 = 10    	 c2 = 1
	 i = 2743    	 yi = 215118    	 xi = 8.08398    	 h = 0.000976562    	 yi(1/2) = 215118    	 yi - yi(1/2) = -1.07975e-08    	 LEE = 1.234e-08    	 c1 = 10    	 c2 = 1
	 i = 2744    	 yi = 215379    	 xi = 8.08496    	 h = 0.000976562    	 yi(1/2) = 215379    	 yi - yi(1/2) = -1.08266e-08    	 LEE = 1.23733e-08    	 c1 = 10    	 c2 = 1
